연도,시도,시군구,sigungu_cd,stnId,참조관측소,거리_km,연평균기온,겨울철_평균최저기온,겨울철_자료완전성,여름철_평균기온,연강수량_mm,평균풍속_ms,GDD_솔수염하늘소_base11.9,GDD_북방수염하늘소_base8.3,SPI3_연평균,SPI3_최저월(최심가뭄),SPI3_최고월(최다습),SPI3_유효월수,연간관측일수,표고_m,표고_비고,토양수분_비고,비고
2021,충청남도,천안시 서북구,44133,232,천안,9.27,12.59,-6.47,True,24.11,1058.9,1.3,1748.4,2526.6,-0.15,-1.44,1.24,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:parent_city_polygon, 거리 9.27km)"
2022,충청남도,천안시 서북구,44133,232,천안,9.27,12.06,-7.06,True,24.36,1080.7,1.23,1770.1,2549.4,-0.35,-1.81,0.88,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:parent_city_polygon, 거리 9.27km)"
2023,충청남도,천안시 서북구,44133,232,천안,9.27,13.12,-7.38,True,24.78,1502.5,1.24,1908.4,2731.6,0.14,-1.97,1.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:parent_city_polygon, 거리 9.27km)"
2024,충청남도,천안시 서북구,44133,232,천안,9.27,13.88,-3.27,True,25.44,1476.9,1.22,2086.3,2921.2,0.89,0.05,1.9,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:parent_city_polygon, 거리 9.27km)"
2025,충청남도,천안시 서북구,44133,232,천안,9.27,13.11,-6.28,True,25.29,1458.2,1.22,1983.9,2758.3,0.35,-0.87,1.16,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:parent_city_polygon, 거리 9.27km)"
2016,충청남도,청양군,44790,236,부여,18.61,13.35,-4.0,True,25.26,1129.3,1.25,2046.1,2864.2,-0.15,-1.56,1.14,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 18.61km)"
2017,충청남도,청양군,44790,236,부여,18.61,12.57,-5.02,True,24.64,1112.0,1.31,1884.2,2661.5,-0.68,-1.71,0.22,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 18.61km)"
2018,충청남도,청양군,44790,236,부여,18.61,12.66,-6.95,True,25.94,1457.9,1.34,1939.6,2739.6,0.44,-0.66,1.78,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 18.61km)"
2019,충청남도,청양군,44790,236,부여,18.61,12.99,-5.6,True,24.3,992.0,1.27,1888.7,2668.6,-0.57,-1.53,0.88,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 18.61km)"
2020,충청남도,청양군,44790,236,부여,18.61,12.83,-2.76,True,24.32,1624.8,1.17,1758.8,2515.0,0.3,-2.28,1.84,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 18.61km)"
2021,충청남도,청양군,44790,236,부여,18.61,13.33,-5.31,True,24.74,1123.4,1.14,1918.8,2730.2,-0.34,-0.93,0.62,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 18.61km)"
2022,충청남도,청양군,44790,236,부여,18.61,12.84,-5.99,True,25.02,1301.1,1.22,1917.3,2729.2,-0.43,-1.85,1.67,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 18.61km)"
2023,충청남도,청양군,44790,236,부여,18.61,13.72,-5.93,True,25.27,2165.0,1.14,2076.5,2913.8,0.53,-1.71,2.2,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 18.61km)"
2024,충청남도,청양군,44790,236,부여,18.61,14.44,-2.32,True,25.95,1432.3,0.96,2239.5,3084.4,0.47,-1.55,1.93,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 18.61km)"
2025,충청남도,청양군,44790,236,부여,18.61,13.61,-5.36,True,25.92,1618.3,0.64,2108.6,2904.3,0.41,-0.56,2.12,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 18.61km)"
2016,충청남도,태안군,44825,129,서산,20.43,12.95,-3.99,True,24.54,922.1,1.97,1896.6,2702.2,-0.39,-2.07,0.9,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 20.43km)"
2017,충청남도,태안군,44825,129,서산,20.43,12.31,-4.96,True,24.12,830.4,1.99,1769.7,2533.9,-1.08,-2.13,0.44,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 20.43km)"
2018,충청남도,태안군,44825,129,서산,20.43,12.35,-6.28,True,25.2,1227.2,1.93,1791.2,2573.6,0.17,-1.34,1.63,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 20.43km)"
2019,충청남도,태안군,44825,129,서산,20.43,12.66,-5.18,True,23.83,915.0,1.83,1747.2,2502.3,-0.71,-1.74,0.62,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 20.43km)"
2020,충청남도,태안군,44825,129,서산,20.43,12.63,-2.3,True,23.8,1488.7,1.97,1686.6,2440.0,0.31,-1.72,1.26,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 20.43km)"
2021,충청남도,태안군,44825,129,서산,20.43,13.21,-4.54,True,24.6,1207.3,1.96,1892.2,2695.3,0.03,-1.16,1.46,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 20.43km)"
2022,충청남도,태안군,44825,129,서산,20.43,12.36,-5.53,True,24.48,1570.7,2.1,1778.6,2570.6,0.26,-1.51,1.29,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 20.43km)"
2023,충청남도,태안군,44825,129,서산,20.43,13.39,-5.79,True,24.87,1529.7,2.05,1967.7,2777.1,-0.02,-2.0,1.19,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 20.43km)"
2024,충청남도,태안군,44825,129,서산,20.43,14.12,-2.46,True,25.68,1806.1,1.98,2142.6,2977.1,1.03,0.38,2.04,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 20.43km)"
2025,충청남도,태안군,44825,129,서산,20.43,13.29,-4.72,True,25.58,1697.6,2.06,1987.9,2767.9,0.36,-0.52,1.34,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 20.43km)"
2016,충청남도,홍성군,44800,177,홍성,11.2,13.19,-4.25,True,25.01,760.4,1.57,1974.6,2790.6,-0.71,-2.25,0.69,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 11.2km)"
2017,충청남도,홍성군,44800,177,홍성,11.2,12.59,-4.79,True,24.56,1009.5,1.56,1820.1,2592.6,-0.85,-2.15,0.43,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 11.2km)"
2018,충청남도,홍성군,44800,177,홍성,11.2,12.44,-6.71,True,25.38,1299.0,1.52,1816.0,2596.0,0.25,-1.09,1.49,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 11.2km)"
2019,충청남도,홍성군,44800,177,홍성,11.2,12.79,-5.31,True,24.02,922.3,1.4,1764.6,2523.5,-0.7,-1.73,0.59,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 11.2km)"
2020,충청남도,홍성군,44800,177,홍성,11.2,12.81,-2.6,True,24.13,1609.7,1.55,1706.9,2460.2,0.45,-1.87,1.48,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 11.2km)"
2021,충청남도,홍성군,44800,177,홍성,11.2,13.29,-4.83,True,24.61,1242.8,1.45,1861.1,2662.2,0.0,-1.02,1.28,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 11.2km)"
2022,충청남도,홍성군,44800,177,홍성,11.2,12.75,-5.57,True,24.98,1389.6,1.56,1860.0,2657.0,0.05,-1.39,1.25,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 11.2km)"
2023,충청남도,홍성군,44800,177,홍성,11.2,13.73,-5.82,True,25.15,1584.8,1.56,2019.3,2844.7,-0.0,-2.04,1.35,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 11.2km)"
2024,충청남도,홍성군,44800,177,홍성,11.2,14.39,-1.98,True,25.97,1722.8,1.56,2165.2,3003.8,1.05,0.04,2.14,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 11.2km)"
2025,충청남도,홍성군,44800,177,홍성,11.2,13.76,-4.93,True,26.2,1708.1,2.02,2116.6,2905.8,0.41,-0.8,1.52,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 11.2km)"
2016,충청북도,괴산군,43760,127,충주,24.83,12.92,-5.74,True,25.28,917.1,1.45,2010.1,2820.5,-0.53,-2.08,0.49,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 24.83km)"
2017,충청북도,괴산군,43760,127,충주,24.83,12.1,-6.23,True,24.63,1072.9,1.46,1841.6,2614.4,-0.55,-2.25,0.46,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 24.83km)"
2018,충청북도,괴산군,43760,127,충주,24.83,12.04,-8.76,True,25.9,1349.1,1.52,1896.6,2667.2,0.41,-0.96,1.77,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 24.83km)"
2019,충청북도,괴산군,43760,127,충주,24.83,12.36,-6.98,True,24.26,795.5,1.32,1795.0,2546.5,-0.82,-2.04,0.41,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 24.83km)"
2020,충청북도,괴산군,43760,127,충주,24.83,12.13,-3.99,True,24.21,1446.5,1.4,1677.0,2413.8,0.28,-1.92,1.51,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 24.83km)"
2021,충청북도,괴산군,43760,127,충주,24.83,12.48,-7.5,True,24.34,1365.5,1.4,1779.9,2559.7,0.21,-1.05,1.4,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 24.83km)"
2022,충청북도,괴산군,43760,127,충주,24.83,11.91,-7.76,True,24.63,1464.2,1.2,1800.4,2571.3,0.02,-1.81,1.24,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 24.83km)"
2023,충청북도,괴산군,43760,127,충주,24.83,12.95,-7.88,True,25.08,1661.6,1.22,1937.4,2755.3,0.23,-2.34,1.74,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 24.83km)"
2024,충청북도,괴산군,43760,127,충주,24.83,13.81,-3.74,True,25.87,1448.0,1.31,2156.7,2993.7,0.84,-0.35,1.84,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 24.83km)"
2025,충청북도,괴산군,43760,127,충주,24.83,12.94,-7.33,True,25.94,1070.2,1.32,2065.5,2844.2,-0.14,-1.56,1.26,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 24.83km)"
2016,충청북도,단양군,43800,272,영주,17.84,12.32,-5.39,True,23.9,1263.3,2.45,1749.8,2539.9,-0.1,-2.31,1.11,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 17.84km)"
2017,충청북도,단양군,43800,272,영주,17.84,11.67,-5.81,True,23.29,1055.3,2.68,1649.2,2413.6,-0.57,-1.49,0.73,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 17.84km)"
2018,충청북도,단양군,43800,272,영주,17.84,11.64,-7.79,True,24.43,1591.5,2.44,1650.8,2400.4,0.54,-1.39,1.72,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 17.84km)"
2019,충청북도,단양군,43800,272,영주,17.84,12.14,-5.92,True,23.04,996.4,2.41,1641.2,2375.8,-0.48,-1.32,1.02,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 17.84km)"
2020,충청북도,단양군,43800,272,영주,17.84,12.06,-3.6,True,23.12,1499.9,2.37,1500.9,2228.0,0.08,-2.1,1.29,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 17.84km)"
2021,충청북도,단양군,43800,272,영주,17.84,12.01,-6.39,True,23.06,1346.5,2.27,1572.3,2328.6,0.14,-0.96,1.48,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 17.84km)"
2022,충청북도,단양군,43800,272,영주,17.84,11.86,-6.75,True,23.56,1083.8,2.46,1650.4,2412.6,-0.58,-1.79,0.53,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 17.84km)"
2023,충청북도,단양군,43800,272,영주,17.84,12.44,-6.58,True,23.82,2216.1,2.16,1682.0,2480.4,0.8,-1.03,2.39,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 17.84km)"
2024,충청북도,단양군,43800,272,영주,17.84,13.37,-4.0,True,24.75,1399.2,2.15,1920.2,2752.1,0.56,-0.32,1.77,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 17.84km)"
2025,충청북도,단양군,43800,272,영주,17.84,12.57,-5.74,True,24.83,1093.6,2.32,1857.4,2626.0,-0.41,-1.77,1.12,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 17.84km)"
2016,충청북도,보은군,43720,226,보은,0.52,12.33,-5.91,True,24.39,1291.6,1.36,1834.6,2632.4,0.21,-1.28,1.35,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 0.52km)"
2017,충청북도,보은군,43720,226,보은,0.52,11.59,-6.77,True,23.92,1322.8,1.38,1703.2,2460.8,-0.43,-1.82,0.9,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 0.52km)"
2018,충청북도,보은군,43720,226,보은,0.52,11.73,-8.87,True,25.07,1409.5,1.28,1761.4,2522.4,0.47,-0.73,1.74,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 0.52km)"
2019,충청북도,보은군,43720,226,보은,0.52,12.21,-7.21,True,23.71,1046.2,1.26,1738.2,2495.2,-0.33,-1.33,1.14,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 0.52km)"
2020,충청북도,보은군,43720,226,보은,0.52,11.75,-4.09,True,23.4,1768.8,1.11,1559.9,2269.8,0.58,-1.9,1.87,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 0.52km)"
2021,충청북도,보은군,43720,226,보은,0.52,12.13,-7.2,True,23.54,1097.7,1.15,1684.4,2441.8,-0.27,-0.93,1.18,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 0.52km)"
2022,충청북도,보은군,43720,226,보은,0.52,11.69,-7.6,True,23.93,1043.5,1.13,1679.3,2442.6,-0.64,-1.7,0.56,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 0.52km)"
2023,충청북도,보은군,43720,226,보은,0.52,12.64,-7.7,True,24.27,1870.4,1.17,1797.3,2602.9,0.3,-1.86,1.91,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 0.52km)"
2024,충청북도,보은군,43720,226,보은,0.52,13.45,-3.25,True,24.92,1252.8,1.19,1992.2,2822.2,0.27,-1.74,1.73,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 0.52km)"
2025,충청북도,보은군,43720,226,보은,0.52,12.65,-6.68,True,24.88,1223.8,1.18,1907.5,2673.3,-0.16,-1.17,1.72,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 0.52km)"
2016,충청북도,영동군,43740,135,추풍령,17.51,12.46,-4.25,True,23.96,1147.1,2.6,1743.6,2530.9,0.11,-1.11,1.28,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 17.51km)"
2017,충청북도,영동군,43740,135,추풍령,17.51,11.97,-4.63,True,23.58,921.8,2.78,1666.3,2439.3,-0.71,-1.91,0.42,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 17.51km)"
2018,충청북도,영동군,43740,135,추풍령,17.51,11.96,-7.0,True,24.63,1304.2,2.74,1678.7,2446.3,0.55,-1.19,1.93,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 17.51km)"
2019,충청북도,영동군,43740,135,추풍령,17.51,12.46,-4.95,True,23.11,1164.1,2.58,1622.5,2385.8,-0.01,-0.99,1.51,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 17.51km)"
2020,충청북도,영동군,43740,135,추풍령,17.51,12.07,-3.16,True,23.03,1554.0,2.66,1508.2,2246.8,0.52,-1.9,2.16,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 17.51km)"
