연도,시도,시군구,stnId,참조관측소,매핑방식,연평균기온,겨울철_평균최저기온,겨울철_자료완전성,여름철_평균기온,연강수량_mm,평균풍속_ms,GDD_솔수염하늘소_base11.9,GDD_북방수염하늘소_base8.3,SPI3_연평균,SPI3_최저월(최심가뭄),SPI3_최고월(최다습),SPI3_유효월수,연간관측일수,표고_m,표고_비고,토양수분_비고,비고
2016,전라북도,전주시,146,전주,동일지역,14.37,-1.44,True,25.6,1117.7,1.76,2197.0,3068.4,-0.03,-1.42,1.35,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2017,전라북도,전주시,146,전주,동일지역,13.7,-2.12,True,25.23,947.8,1.68,2042.2,2844.4,-0.87,-1.78,0.3,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2018,전라북도,전주시,146,전주,동일지역,14.01,-4.18,True,26.55,1332.5,1.69,2157.4,3006.4,0.18,-1.03,1.13,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2019,전라북도,전주시,146,전주,동일지역,14.23,-2.58,True,24.79,968.9,1.63,2069.1,2905.0,-0.62,-1.42,0.39,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2020,전라북도,전주시,146,전주,동일지역,13.99,-0.19,True,24.88,1780.8,1.64,1947.0,2778.8,0.26,-1.6,1.79,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2021,전라북도,전주시,146,전주,동일지역,14.62,-2.44,True,25.4,1496.6,1.61,2120.4,3007.5,0.21,-0.66,1.12,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2022,전라북도,전주시,146,전주,동일지역,14.08,-3.1,True,25.68,1071.5,1.61,2145.2,3023.9,-0.6,-2.07,0.37,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2023,전라북도,전주시,146,전주,동일지역,14.87,-3.39,True,25.78,1986.6,1.57,2271.6,3152.4,0.5,-1.82,2.02,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2024,전라북도,전주시,146,전주,동일지역,15.76,0.19,True,26.8,1357.9,1.55,2496.2,3383.4,0.55,-0.82,2.37,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2025,전라북도,전주시,146,전주,동일지역,15.07,-2.29,True,27.02,1619.4,1.89,2396.4,3249.3,0.41,-0.7,2.21,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2016,충청남도,공주시,133,대전,최근접대체,14.05,-3.17,True,26.08,1228.4,1.48,2180.0,3017.6,0.02,-1.29,1.24,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,공주시 자체 ASOS 관측소 없음. 대전광역시(유성구)와 바로 접경해 지리적으로 가장 근접(부여 관측소와도 유사 거리이나 대전을 채택) - 근사치이므로 정밀 분석 시 재검토 권장
2017,충청남도,공주시,133,대전,최근접대체,13.46,-3.74,True,25.49,1127.5,1.55,2046.4,2844.6,-0.64,-1.8,0.44,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,공주시 자체 ASOS 관측소 없음. 대전광역시(유성구)와 바로 접경해 지리적으로 가장 근접(부여 관측소와도 유사 거리이나 대전을 채택) - 근사치이므로 정밀 분석 시 재검토 권장
2018,충청남도,공주시,133,대전,최근접대체,13.6,-5.75,True,26.88,1542.1,1.55,2113.8,2936.6,0.62,-0.54,2.03,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,공주시 자체 ASOS 관측소 없음. 대전광역시(유성구)와 바로 접경해 지리적으로 가장 근접(부여 관측소와도 유사 거리이나 대전을 채택) - 근사치이므로 정밀 분석 시 재검토 권장
2019,충청남도,공주시,133,대전,최근접대체,14.06,-3.91,True,25.26,984.2,1.34,2062.2,2881.4,-0.53,-1.69,0.93,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,공주시 자체 ASOS 관측소 없음. 대전광역시(유성구)와 바로 접경해 지리적으로 가장 근접(부여 관측소와도 유사 거리이나 대전을 채택) - 근사치이므로 정밀 분석 시 재검토 권장
2020,충청남도,공주시,133,대전,최근접대체,13.77,-1.44,True,25.11,1614.0,1.45,1916.4,2741.2,0.29,-1.91,1.63,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,공주시 자체 ASOS 관측소 없음. 대전광역시(유성구)와 바로 접경해 지리적으로 가장 근접(부여 관측소와도 유사 거리이나 대전을 채택) - 근사치이므로 정밀 분석 시 재검토 권장
2021,충청남도,공주시,133,대전,최근접대체,14.3,-3.91,True,25.73,1109.5,1.51,2095.5,2965.6,-0.34,-1.0,0.85,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,공주시 자체 ASOS 관측소 없음. 대전광역시(유성구)와 바로 접경해 지리적으로 가장 근접(부여 관측소와도 유사 거리이나 대전을 채택) - 근사치이므로 정밀 분석 시 재검토 권장
2022,충청남도,공주시,133,대전,최근접대체,13.58,-4.69,True,25.59,1203.1,1.92,2089.4,2934.0,-0.54,-1.93,1.13,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,공주시 자체 ASOS 관측소 없음. 대전광역시(유성구)와 바로 접경해 지리적으로 가장 근접(부여 관측소와도 유사 거리이나 대전을 채택) - 근사치이므로 정밀 분석 시 재검토 권장
2023,충청남도,공주시,133,대전,최근접대체,14.11,-5.13,True,25.5,2042.5,1.51,2122.8,2981.5,0.52,-1.66,2.17,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,공주시 자체 ASOS 관측소 없음. 대전광역시(유성구)와 바로 접경해 지리적으로 가장 근접(부여 관측소와도 유사 거리이나 대전을 채택) - 근사치이므로 정밀 분석 시 재검토 권장
2024,충청남도,공주시,133,대전,최근접대체,14.94,-1.92,True,26.45,1360.5,1.76,2360.6,3213.0,0.39,-1.04,1.79,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,공주시 자체 ASOS 관측소 없음. 대전광역시(유성구)와 바로 접경해 지리적으로 가장 근접(부여 관측소와도 유사 거리이나 대전을 채택) - 근사치이므로 정밀 분석 시 재검토 권장
2025,충청남도,공주시,133,대전,최근접대체,14.53,-3.78,True,26.87,1553.6,1.8,2288.0,3124.9,0.21,-1.09,2.07,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,공주시 자체 ASOS 관측소 없음. 대전광역시(유성구)와 바로 접경해 지리적으로 가장 근접(부여 관측소와도 유사 거리이나 대전을 채택) - 근사치이므로 정밀 분석 시 재검토 권장
2016,충청남도,보령시,235,보령,동일지역,13.62,-1.94,True,24.71,792.8,1.54,1956.2,2791.0,-0.42,-2.01,1.03,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2017,충청남도,보령시,235,보령,동일지역,12.82,-2.78,True,24.21,856.2,1.52,1785.9,2559.6,-0.85,-1.82,0.15,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2018,충청남도,보령시,235,보령,동일지역,13.03,-4.73,True,25.3,1337.2,1.53,1857.8,2675.0,0.51,-0.77,1.87,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2019,충청남도,보령시,235,보령,동일지역,13.29,-3.02,True,23.83,821.9,1.42,1817.6,2615.1,-0.76,-1.41,1.02,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2020,충청남도,보령시,235,보령,동일지역,13.09,-0.68,True,23.74,1301.9,1.55,1700.5,2469.0,0.17,-2.0,1.65,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2021,충청남도,보령시,235,보령,동일지역,13.83,-2.85,True,24.59,1107.9,1.56,1900.9,2721.6,-0.08,-0.97,0.77,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2022,충청남도,보령시,235,보령,동일지역,13.11,-3.5,True,24.67,1348.2,1.6,1863.4,2692.8,-0.06,-1.53,1.7,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2023,충청남도,보령시,235,보령,동일지역,14.0,-3.75,True,24.78,1726.7,1.54,2037.5,2872.7,0.11,-2.03,2.04,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2024,충청남도,보령시,235,보령,동일지역,14.82,-0.55,True,25.79,1494.3,1.85,2245.8,3100.0,0.73,-0.49,1.97,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2025,충청남도,보령시,235,보령,동일지역,14.18,-3.1,True,25.96,1564.5,2.06,2120.8,2942.1,0.62,-0.44,1.9,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2016,충청남도,서산시,129,서산,동일지역,12.95,-3.99,True,24.54,922.1,1.97,1896.6,2702.2,-0.39,-2.07,0.9,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2017,충청남도,서산시,129,서산,동일지역,12.31,-4.96,True,24.12,830.4,1.99,1769.7,2533.9,-1.08,-2.13,0.44,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2018,충청남도,서산시,129,서산,동일지역,12.35,-6.28,True,25.2,1227.2,1.93,1791.2,2573.6,0.17,-1.34,1.63,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2019,충청남도,서산시,129,서산,동일지역,12.66,-5.18,True,23.83,915.0,1.83,1747.2,2502.3,-0.71,-1.74,0.62,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2020,충청남도,서산시,129,서산,동일지역,12.63,-2.3,True,23.8,1488.7,1.97,1686.6,2440.0,0.31,-1.72,1.26,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2021,충청남도,서산시,129,서산,동일지역,13.21,-4.54,True,24.6,1207.3,1.96,1892.2,2695.3,0.03,-1.16,1.46,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2022,충청남도,서산시,129,서산,동일지역,12.36,-5.53,True,24.48,1570.7,2.1,1778.6,2570.6,0.26,-1.51,1.29,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2023,충청남도,서산시,129,서산,동일지역,13.39,-5.79,True,24.87,1529.7,2.05,1967.7,2777.1,-0.02,-2.0,1.19,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2024,충청남도,서산시,129,서산,동일지역,14.12,-2.46,True,25.68,1806.1,1.98,2142.6,2977.1,1.03,0.38,2.04,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2025,충청남도,서산시,129,서산,동일지역,13.29,-4.72,True,25.58,1697.6,2.06,1987.9,2767.9,0.36,-0.52,1.34,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2016,충청남도,천안시,232,천안,동일지역,12.73,-4.43,True,24.45,1004.8,1.52,1862.6,2670.4,-0.17,-1.82,1.05,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2017,충청남도,천안시,232,천안,동일지역,11.88,-5.92,True,23.83,1305.0,1.45,1690.6,2452.4,-0.56,-2.51,1.56,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2018,충청남도,천안시,232,천안,동일지역,11.91,-8.1,True,25.17,1163.4,1.54,1756.8,2523.4,0.14,-1.07,1.54,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2019,충청남도,천안시,232,천안,동일지역,12.11,-6.73,True,23.24,845.6,1.34,1614.6,2360.1,-0.73,-1.61,1.08,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2020,충청남도,천안시,232,천안,동일지역,12.25,-3.7,True,23.83,1443.5,1.31,1622.4,2359.0,0.43,-1.6,1.87,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2021,충청남도,천안시,232,천안,동일지역,12.59,-6.47,True,24.11,1058.9,1.3,1748.4,2526.6,-0.15,-1.44,1.24,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2022,충청남도,천안시,232,천안,동일지역,12.06,-7.06,True,24.36,1080.7,1.23,1770.1,2549.4,-0.35,-1.81,0.88,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2023,충청남도,천안시,232,천안,동일지역,13.12,-7.38,True,24.78,1502.5,1.24,1908.4,2731.6,0.14,-1.97,1.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2024,충청남도,천안시,232,천안,동일지역,13.88,-3.27,True,25.44,1476.9,1.22,2086.3,2921.2,0.89,0.05,1.9,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2025,충청남도,천안시,232,천안,동일지역,13.11,-6.28,True,25.29,1458.2,1.22,1983.9,2758.3,0.35,-0.87,1.16,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2016,충청남도,태안군,129,서산,최근접대체,12.95,-3.99,True,24.54,922.1,1.97,1896.6,2702.2,-0.39,-2.07,0.9,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,태안군 자체 ASOS 관측소 없음. 서산시와 바로 접경(태안반도 기준점)이라 서산 관측소로 대체 - 태안군은 서산시와 기후 변수값이 동일해짐에 유의
2017,충청남도,태안군,129,서산,최근접대체,12.31,-4.96,True,24.12,830.4,1.99,1769.7,2533.9,-1.08,-2.13,0.44,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,태안군 자체 ASOS 관측소 없음. 서산시와 바로 접경(태안반도 기준점)이라 서산 관측소로 대체 - 태안군은 서산시와 기후 변수값이 동일해짐에 유의
2018,충청남도,태안군,129,서산,최근접대체,12.35,-6.28,True,25.2,1227.2,1.93,1791.2,2573.6,0.17,-1.34,1.63,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,태안군 자체 ASOS 관측소 없음. 서산시와 바로 접경(태안반도 기준점)이라 서산 관측소로 대체 - 태안군은 서산시와 기후 변수값이 동일해짐에 유의
2019,충청남도,태안군,129,서산,최근접대체,12.66,-5.18,True,23.83,915.0,1.83,1747.2,2502.3,-0.71,-1.74,0.62,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,태안군 자체 ASOS 관측소 없음. 서산시와 바로 접경(태안반도 기준점)이라 서산 관측소로 대체 - 태안군은 서산시와 기후 변수값이 동일해짐에 유의
2020,충청남도,태안군,129,서산,최근접대체,12.63,-2.3,True,23.8,1488.7,1.97,1686.6,2440.0,0.31,-1.72,1.26,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,태안군 자체 ASOS 관측소 없음. 서산시와 바로 접경(태안반도 기준점)이라 서산 관측소로 대체 - 태안군은 서산시와 기후 변수값이 동일해짐에 유의
2021,충청남도,태안군,129,서산,최근접대체,13.21,-4.54,True,24.6,1207.3,1.96,1892.2,2695.3,0.03,-1.16,1.46,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,태안군 자체 ASOS 관측소 없음. 서산시와 바로 접경(태안반도 기준점)이라 서산 관측소로 대체 - 태안군은 서산시와 기후 변수값이 동일해짐에 유의
2022,충청남도,태안군,129,서산,최근접대체,12.36,-5.53,True,24.48,1570.7,2.1,1778.6,2570.6,0.26,-1.51,1.29,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,태안군 자체 ASOS 관측소 없음. 서산시와 바로 접경(태안반도 기준점)이라 서산 관측소로 대체 - 태안군은 서산시와 기후 변수값이 동일해짐에 유의
2023,충청남도,태안군,129,서산,최근접대체,13.39,-5.79,True,24.87,1529.7,2.05,1967.7,2777.1,-0.02,-2.0,1.19,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,태안군 자체 ASOS 관측소 없음. 서산시와 바로 접경(태안반도 기준점)이라 서산 관측소로 대체 - 태안군은 서산시와 기후 변수값이 동일해짐에 유의
2024,충청남도,태안군,129,서산,최근접대체,14.12,-2.46,True,25.68,1806.1,1.98,2142.6,2977.1,1.03,0.38,2.04,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,태안군 자체 ASOS 관측소 없음. 서산시와 바로 접경(태안반도 기준점)이라 서산 관측소로 대체 - 태안군은 서산시와 기후 변수값이 동일해짐에 유의
2025,충청남도,태안군,129,서산,최근접대체,13.29,-4.72,True,25.58,1697.6,2.06,1987.9,2767.9,0.36,-0.52,1.34,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,태안군 자체 ASOS 관측소 없음. 서산시와 바로 접경(태안반도 기준점)이라 서산 관측소로 대체 - 태안군은 서산시와 기후 변수값이 동일해짐에 유의
2016,충청북도,보은군,226,보은,동일지역,12.33,-5.91,True,24.39,1291.6,1.36,1834.6,2632.4,0.21,-1.28,1.35,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2017,충청북도,보은군,226,보은,동일지역,11.59,-6.77,True,23.92,1322.8,1.38,1703.2,2460.8,-0.43,-1.82,0.9,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2018,충청북도,보은군,226,보은,동일지역,11.73,-8.87,True,25.07,1409.5,1.28,1761.4,2522.4,0.47,-0.73,1.74,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2019,충청북도,보은군,226,보은,동일지역,12.21,-7.21,True,23.71,1046.2,1.26,1738.2,2495.2,-0.33,-1.33,1.14,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2020,충청북도,보은군,226,보은,동일지역,11.75,-4.09,True,23.4,1768.8,1.11,1559.9,2269.8,0.58,-1.9,1.87,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2021,충청북도,보은군,226,보은,동일지역,12.13,-7.2,True,23.54,1097.7,1.15,1684.4,2441.8,-0.27,-0.93,1.18,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2022,충청북도,보은군,226,보은,동일지역,11.69,-7.6,True,23.93,1043.5,1.13,1679.3,2442.6,-0.64,-1.7,0.56,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2023,충청북도,보은군,226,보은,동일지역,12.64,-7.7,True,24.27,1870.4,1.17,1797.3,2602.9,0.3,-1.86,1.91,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2024,충청북도,보은군,226,보은,동일지역,13.45,-3.25,True,24.92,1252.8,1.19,1992.2,2822.2,0.27,-1.74,1.73,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2025,충청북도,보은군,226,보은,동일지역,12.65,-6.68,True,24.88,1223.8,1.18,1907.5,2673.3,-0.16,-1.17,1.72,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2016,충청북도,청주시,131,청주,동일지역,13.89,-3.3,True,25.85,938.0,1.54,2168.2,3001.0,-0.36,-1.95,1.12,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2017,충청북도,청주시,131,청주,동일지역,13.49,-3.52,True,25.57,1301.2,1.59,2125.8,2922.4,-0.49,-2.24,1.23,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
2018,충청북도,청주시,131,청주,동일지역,13.6,-5.51,True,26.98,1381.6,1.67,2151.4,2976.4,0.46,-1.01,1.88,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,
